emp_no,birth_date,first_name,last_name,gender,hire_date
12015,1954-08-26,Kensei,Guenter,M,1999-01-04
12016,1960-03-16,Charlene,Schaaf,F,1991-07-28
12017,1962-11-24,Tsutomu,Rijsenbrij,F,1992-06-21
12018,1956-12-23,Fai,Morton,F,1990-07-23
12021,1955-03-11,Chikara,Rahimi,M,1991-09-30
12022,1956-04-15,Herbert,Kaltofen,M,1992-04-18
12023,1954-07-05,Chuanyi,Eppinger,M,1994-12-08
12024,1952-11-09,Mayumi,Lanzelotte,M,1997-11-03
12028,1952-11-21,Ingemar,Walstra,M,1992-09-02
12030,1953-06-02,Shuky,Cromarty,M,1996-06-24
12034,1954-04-15,Aemilian,Piazza,M,1993-10-31
12035,1956-08-19,Moss,Speer,M,1992-12-09
12040,1955-03-24,Bluma,Kermarrec,F,1993-12-29
12041,1959-01-12,Val,Marsiglia,M,1990-08-09
12042,1959-08-02,Torsten,Swan,F,1995-05-19
12043,1952-12-11,Masaki,Lubachevsky,M,1991-04-03
12044,1955-08-16,Rance,Hemaspaandra,F,1990-04-19
12045,1962-02-03,Mototsugu,Boguraev,F,1990-08-19
12046,1961-05-16,Xiong,Ranum,F,1996-01-13
12047,1954-01-16,Jordanka,Ligten,M,1992-01-19
12054,1954-04-08,Odysseas,Braccini,M,1994-01-03
12055,1952-03-16,Rutger,Kilgore,F,1990-06-22
12059,1959-06-29,Christfried,Kalefeld,F,1991-05-23
12060,1955-03-25,Toshimi,Antonakopoulos,M,1996-06-21
12063,1955-07-06,Lein,Bale,F,1994-07-24
12068,1963-11-19,Valery,Frezza,M,1990-05-12
12071,1959-08-17,Udi,Barinka,F,1990-09-17
12073,1956-04-15,Miyeon,Rubsam,M,1990-11-10
12074,1957-01-14,Mahmut,Bugaenko,M,1994-09-07
12077,1954-11-17,Steve,Hutton,F,1994-01-30
12078,1959-05-16,Gen,Bridgland,F,1993-11-14
12080,1953-10-16,Panayotis,Feinberg,M,1993-05-17
12081,1956-06-05,Wanqing,Prenel,M,1992-04-03
12084,1962-02-13,Morris,Krohm,F,1996-05-30
12090,1955-03-27,Shigenori,Angelopoulos,F,1998-07-24
12093,1952-07-02,Evgueni,Oxenboll,F,1994-01-19
12095,1953-05-24,Fai,Smeets,F,1990-04-04
12096,1964-04-12,Weiwu,Schlenzig,M,1994-08-17
12098,1957-08-12,Pranay,Eugenio,M,1991-01-21
12102,1952-10-14,Aron,Erde,M,1990-06-10
12104,1955-03-26,Dulce,Kohling,F,1996-10-20
12105,1961-01-14,Christfried,Lorcy,F,1990-02-02
12106,1956-10-01,Zissis,Cangellaris,M,1995-10-24
12108,1963-06-14,Akeel,Frezza,M,1992-12-13
12110,1963-09-18,Raimond,Tempesti,F,1995-06-26
12111,1962-04-11,Shakhar,Oberman,M,1993-06-13
12114,1954-11-05,Shiv,Rubsam,M,1991-08-15
12116,1961-08-18,Atreye,Levergood,M,1993-06-22
12117,1956-07-22,Zvonko,Rosaz,F,1999-02-01
12119,1958-07-26,Sachin,Peot,M,1992-02-06
12126,1963-10-14,Vugranam,Parveen,M,1992-12-01
12129,1959-06-21,Hairong,Isaac,M,1992-12-07
12132,1960-01-02,Nigel,Talmon,F,1993-12-18
12133,1960-12-15,Waiman,Sewelson,F,1991-07-20
12135,1961-06-26,Aiman,Rikino,F,1993-03-21
12137,1959-10-06,Palash,Hopewell,F,1992-09-05
12138,1953-09-02,Takahito,Brender,F,1992-10-31
12140,1952-07-30,Xudong,Paciorek,M,1996-11-15
12141,1956-02-11,Shmuel,Gente,F,1992-01-15
12142,1957-08-19,Ronghao,Busillo,M,1991-04-23
12143,1956-04-25,Zeljko,Denti,F,1996-01-06
12144,1962-01-29,Babette,Beausoleil,M,1990-10-21
12148,1952-08-08,Hidde,Garigliano,F,1996-03-22
12150,1963-09-06,Dekang,Boissier,M,1991-06-25
12151,1963-05-30,Takahiro,Sigstam,M,1990-04-16
12152,1964-01-18,Amalendu,Nyrup,M,1992-06-13
